country,year,Food supply (kcal/capita/day),Protein supply quantity (g/capita/day),Fat supply quantity (g/capita/day)
Ecuador,2001,2217.0,56.86,77.51
Egypt,2001,3409.0,94.8,56.35
El Salvador,2001,2628.0,67.67,62.01
Estonia,2001,3046.0,87.26,89.19
Eswatini,2001,2314.0,60.21,42.57
Ethiopia,2001,1829.0,52.59,17.8
Fiji,2001,2876.0,74.99,97.37
Finland,2001,3171.0,102.25,126.5
France,2001,3640.0,119.08,171.36
French Polynesia,2001,2840.0,95.36,117.54
Gabon,2001,2695.0,77.61,56.83
Gambia,2001,2521.0,58.0,82.01
Georgia,2001,2638.0,74.46,60.03
Germany,2001,3363.0,97.86,137.13
Ghana,2001,2564.0,52.89,38.04
Greece,2001,3614.0,115.32,142.17
Grenada,2001,2291.0,63.25,88.35
Guatemala,2001,2218.0,57.93,47.86
Guinea,2001,2330.0,51.28,50.45
Guinea-Bissau,2001,2275.0,44.63,51.53
Guyana,2001,2758.0,75.69,60.18
Haiti,2001,1897.0,41.68,41.49
Honduras,2001,2452.0,60.72,70.28
Hungary,2001,3094.0,88.8,129.39
Iceland,2001,3148.0,121.38,128.03
India,2001,2333.0,56.14,44.34
Indonesia,2001,2424.0,52.42,44.64
Iran (Islamic Republic of),2001,3036.0,82.68,64.68
Iraq,2001,2254.0,53.31,53.68
Ireland,2001,3722.0,120.47,135.94
Israel,2001,3603.0,123.41,137.49
Italy,2001,3671.0,113.66,155.24
Jamaica,2001,2798.0,73.98,82.61
Japan,2001,2889.0,96.67,89.91
Jordan,2001,2839.0,73.54,87.93
Kazakhstan,2001,2890.0,88.12,79.47
Kenya,2001,2066.0,56.4,47.01
Kiribati,2001,2884.0,72.91,99.25
Kuwait,2001,3482.0,106.29,122.18
Kyrgyzstan,2001,2457.0,84.56,50.65
Lao People's Democratic Republic,2001,2092.0,56.72,26.74
Latvia,2001,2897.0,78.22,100.85
Lebanon,2001,3316.0,91.78,116.01
Lesotho,2001,2485.0,69.59,35.2
Liberia,2001,2038.0,34.61,50.11
Lithuania,2001,3269.0,104.34,84.35
Luxembourg,2001,3484.0,107.49,152.7
Madagascar,2001,1993.0,45.36,25.83
Malawi,2001,2235.0,56.8,31.87
Malaysia,2001,2819.0,74.82,86.01
Maldives,2001,2475.0,101.81,60.78
Mali,2001,2502.0,68.38,56.14
Malta,2001,3342.0,108.11,109.67
Mauritania,2001,2625.0,77.2,66.27
Mauritius,2001,2954.0,79.86,83.14
Mexico,2001,3085.0,87.67,84.85
Mongolia,2001,2218.0,77.32,79.06
Morocco,2001,3117.0,84.86,60.46
Mozambique,2001,1984.0,35.44,37.0
Myanmar,2001,1957.0,51.82,38.16
Namibia,2001,2273.0,67.41,51.96
Nepal,2001,2276.0,57.5,38.48
Netherlands (Kingdom of the),2001,3254.0,108.78,143.72
Netherlands Antilles (former),2001,3051.0,101.41,87.37
New Caledonia,2001,2784.0,82.53,113.0
New Zealand,2001,3117.0,90.28,112.35
Nicaragua,2001,2301.0,56.89,51.81
Niger,2001,2341.0,70.4,46.53
Nigeria,2001,2613.0,58.28,62.38
North Macedonia,2001,2631.0,68.11,84.6
Norway,2001,3418.0,105.55,142.1
Oman,2001,2684.0,78.65,74.08
Pakistan,2001,2312.0,59.28,64.45
Panama,2001,2266.0,66.36,64.52
Paraguay,2001,2640.0,75.23,91.94
Peru,2001,2322.0,64.02,44.36
Philippines,2001,2373.0,54.76,47.43
Poland,2001,3421.0,99.62,113.99
Portugal,2001,3538.0,114.52,133.13
Republic of Korea,2001,3081.0,87.49,75.85
Republic of Moldova,2001,2525.0,68.94,42.15
Romania,2001,3239.0,98.77,94.64
Russian Federation,2001,2954.0,86.82,79.55
Rwanda,2001,1912.0,45.51,17.46
Saint Kitts and Nevis,2001,2539.0,76.41,80.0
Saint Lucia,2001,2610.0,83.65,75.75
Saint Vincent and the Grenadines,2001,2474.0,65.25,64.86
Samoa,2001,2821.0,77.29,131.17
Sao Tome and Principe,2001,2404.0,50.47,68.6
Saudi Arabia,2001,3080.0,82.7,90.39
Senegal,2001,2174.0,54.4,65.75
Serbia and Montenegro,2001,2614.0,74.79,114.24
Sierra Leone,2001,1995.0,44.78,45.46
Slovakia,2001,2785.0,71.01,105.34
Slovenia,2001,3055.0,99.98,115.36
Solomon Islands,2001,2315.0,49.97,45.52
South Africa,2001,2909.0,76.08,75.22
Spain,2001,3332.0,112.82,152.63
Sri Lanka,2001,2356.0,53.09,43.62
Sudan (former),2001,2249.0,73.49,71.44
Suriname,2001,2506.0,56.31,64.1
Sweden,2001,3124.0,103.9,124.55
Switzerland,2001,3380.0,94.74,150.6
Tajikistan,2001,1962.0,49.08,47.53
Thailand,2001,2578.0,57.53,54.67
Timor-Leste,2001,1940.0,52.31,33.48
Togo,2001,2155.0,50.14,48.65
Trinidad and Tobago,2001,2832.0,68.05,78.81
Tunisia,2001,3257.0,90.59,95.42
Turkmenistan,2001,2623.0,81.59,64.48
Türkiye,2001,3621.0,103.22,95.24
Uganda,2001,2280.0,50.61,32.63
Ukraine,2001,2986.0,81.72,73.48
United Arab Emirates,2001,3320.0,105.78,87.55
United Kingdom of Great Britain and Northern Ireland,2001,3400.0,100.71,141.84
United Republic of Tanzania,2001,2031.0,53.51,33.22
United States of America,2001,3707.0,112.78,154.79
Uruguay,2001,2869.0,91.95,103.07
Uzbekistan,2001,2286.0,66.06,63.92
Vanuatu,2001,2673.0,62.84,92.6
Venezuela (Bolivarian Republic of),2001,2509.0,67.72,70.28
Viet Nam,2001,2299.0,56.63,41.76
Yemen,2001,2068.0,56.88,39.79
Zambia,2001,1850.0,46.74,30.73
Zimbabwe,2001,2028.0,48.55,53.66
