country,year,Food supply (kcal/capita/day),Protein supply quantity (g/capita/day),Fat supply quantity (g/capita/day)
Papua New Guinea,2013,2189.85,64.59,72.98
Paraguay,2013,3122.53,71.71,106.28
Peru,2013,2702.25,79.49,58.15
Philippines,2013,2444.13,65.81,49.98
Poland,2013,3387.6,108.43,120.59
Portugal,2013,3443.05,115.62,135.17
Republic of Korea,2013,3295.61,103.88,100.9
Republic of Moldova,2013,2767.59,86.95,90.16
Romania,2013,3418.25,105.6,117.74
Russian Federation,2013,3399.44,112.07,111.66
Rwanda,2013,2147.58,58.7,22.97
Saint Kitts and Nevis,2013,2692.18,92.12,90.32
Saint Lucia,2013,2575.36,94.74,71.87
Saint Vincent and the Grenadines,2013,2973.97,102.25,77.32
Samoa,2013,2946.72,97.58,123.08
Sao Tome and Principe,2013,2363.71,55.47,67.81
Saudi Arabia,2013,3387.41,100.16,108.0
Senegal,2013,2430.66,60.12,75.93
Serbia,2013,3471.78,117.54,96.75
Seychelles,2013,2691.91,88.67,69.07
Sierra Leone,2013,2372.45,57.59,49.35
Slovakia,2013,2859.21,77.13,119.35
Slovenia,2013,3231.43,103.99,122.34
Solomon Islands,2013,2318.34,57.44,48.3
South Africa,2013,2870.77,79.84,87.94
Spain,2013,3219.62,109.42,146.14
Sri Lanka,2013,2525.3,66.06,38.05
Suriname,2013,2676.37,71.52,78.17
Sweden,2013,3230.12,113.72,133.1
Switzerland,2013,3421.41,96.73,153.38
Syrian Arab Republic,2013,2881.83,78.66,92.37
Tajikistan,2013,2308.88,66.0,62.29
Thailand,2013,2722.84,65.69,50.75
Timor-Leste,2013,2288.58,61.11,52.73
Trinidad and Tobago,2013,3075.21,98.27,97.94
Tunisia,2013,3335.35,100.09,95.91
Turkmenistan,2013,2829.97,97.31,84.13
Türkiye,2013,3708.44,105.64,124.82
Uganda,2013,2336.11,57.93,54.68
Ukraine,2013,3111.21,97.98,91.25
United Arab Emirates,2013,3590.81,101.07,127.42
United Kingdom of Great Britain and Northern Ireland,2013,3330.13,106.84,127.71
United Republic of Tanzania,2013,2364.09,58.33,55.4
United States of America,2013,3745.33,117.28,162.02
Uruguay,2013,3190.1,91.49,110.38
Uzbekistan,2013,3157.01,99.04,89.5
Vanuatu,2013,2879.47,77.95,122.21
Venezuela (Bolivarian Republic of),2013,2831.34,81.9,105.97
Viet Nam,2013,2800.42,86.24,54.93
Yemen,2013,2126.2,58.53,46.57
Zambia,2013,2026.24,52.07,46.51
Zimbabwe,2013,2176.45,60.09,71.59
