country,year,Food supply (kcal/capita/day),Protein supply quantity (g/capita/day),Fat supply quantity (g/capita/day)
Lebanon,2017,2901.65,81.12,96.14
Lesotho,2017,2167.48,60.18,44.54
Liberia,2017,2153.49,44.91,54.21
Libya,2017,2957.46,84.02,104.5
Lithuania,2017,3411.81,126.7,105.72
Luxembourg,2017,3367.06,111.79,133.28
Madagascar,2017,1981.29,41.5,23.17
Malawi,2017,2582.53,63.94,42.82
Malaysia,2017,2894.42,91.86,98.79
Maldives,2017,2680.02,104.61,66.76
Malta,2017,3521.7,117.41,125.73
Mauritania,2017,2870.1,83.87,73.47
Mauritius,2017,2988.68,94.41,97.66
Mexico,2017,3209.96,95.34,97.13
Mongolia,2017,2651.09,106.31,116.02
Montenegro,2017,3516.36,123.89,132.85
Morocco,2017,3367.77,101.8,69.88
Mozambique,2017,1949.24,42.97,40.51
Myanmar,2017,2808.31,99.8,75.77
Namibia,2017,2450.73,67.45,66.59
Nepal,2017,2846.61,77.42,63.46
Netherlands (Kingdom of the),2017,3252.45,104.74,126.28
New Caledonia,2017,2812.08,94.14,107.15
New Zealand,2017,3126.8,98.72,112.38
Nicaragua,2017,2668.11,66.7,64.57
Niger,2017,2601.04,88.7,53.46
Nigeria,2017,2558.58,61.89,64.8
North Macedonia,2017,3248.39,94.15,111.01
Norway,2017,3417.89,126.5,131.89
Oman,2017,3032.07,93.81,79.45
Pakistan,2017,2522.88,69.95,86.33
Panama,2017,2876.94,85.57,84.81
Papua New Guinea,2017,2197.46,66.25,63.59
Paraguay,2017,3103.42,74.12,96.1
Peru,2017,2766.51,84.06,60.76
Philippines,2017,2636.43,71.67,56.52
Poland,2017,3489.2,114.14,125.37
Portugal,2017,3424.56,119.61,133.34
Republic of Korea,2017,3377.96,106.98,113.93
Republic of Moldova,2017,2928.34,92.63,94.72
Romania,2017,3596.99,113.72,127.44
Russian Federation,2017,3420.61,112.56,114.62
Rwanda,2017,2283.37,59.79,29.26
Saint Kitts and Nevis,2017,2927.83,103.06,120.15
Saint Lucia,2017,2667.14,100.98,82.3
Saint Vincent and the Grenadines,2017,2989.73,111.59,91.77
Samoa,2017,3016.95,106.88,112.9
Sao Tome and Principe,2017,2356.68,54.79,66.74
Saudi Arabia,2017,3575.82,99.0,109.85
Senegal,2017,2561.4,63.94,69.35
Serbia,2017,3519.72,120.91,102.47
Seychelles,2017,2818.74,97.85,82.64
Sierra Leone,2017,2356.59,54.42,42.32
Slovakia,2017,2884.37,75.71,135.42
Slovenia,2017,3259.58,106.13,118.3
Solomon Islands,2017,2341.7,56.96,51.27
South Africa,2017,2835.26,79.5,86.47
Spain,2017,3297.49,110.2,151.7
Sri Lanka,2017,2616.23,71.82,42.18
Suriname,2017,2606.19,68.45,73.84
Sweden,2017,3200.74,109.91,135.74
Switzerland,2017,3410.72,99.64,155.66
Syrian Arab Republic,2017,2623.56,71.0,89.39
Tajikistan,2017,2554.45,76.54,77.56
Thailand,2017,2751.94,66.4,59.51
Timor-Leste,2017,2307.63,65.68,57.19
Trinidad and Tobago,2017,3048.4,94.34,97.94
Tunisia,2017,3394.91,101.26,98.6
Turkmenistan,2017,2896.31,104.26,85.69
Türkiye,2017,3699.02,107.29,125.98
Uganda,2017,2121.32,49.77,56.27
Ukraine,2017,2982.75,92.96,81.91
United Arab Emirates,2017,3161.19,89.8,114.86
United Kingdom of Great Britain and Northern Ireland,2017,3370.01,110.61,131.67
United Republic of Tanzania,2017,2379.63,58.74,58.94
United States of America,2017,3763.31,119.21,164.45
Uruguay,2017,3222.34,92.53,110.59
Uzbekistan,2017,3196.93,102.2,97.15
Vanuatu,2017,2960.61,80.84,114.33
Venezuela (Bolivarian Republic of),2017,2289.46,58.38,75.34
Viet Nam,2017,2862.37,88.83,56.66
Yemen,2017,1871.15,49.03,35.15
Zambia,2017,2214.6,52.2,48.31
Zimbabwe,2017,2180.83,57.78,65.51
