country,year,Food supply (kcal/capita/day),Protein supply quantity (g/capita/day),Fat supply quantity (g/capita/day)
Iran (Islamic Republic of),2003,3036.0,82.2,66.05
Iraq,2003,2252.0,54.66,45.34
Ireland,2003,3592.0,116.87,133.66
Israel,2003,3576.0,124.29,139.79
Italy,2003,3621.0,111.69,152.49
Jamaica,2003,2810.0,74.22,86.15
Japan,2003,2842.0,94.38,88.13
Jordan,2003,3076.0,82.33,84.75
Kazakhstan,2003,2973.0,91.2,89.4
Kenya,2003,2004.0,56.02,46.42
Kiribati,2003,2872.0,71.94,100.84
Kuwait,2003,3501.0,104.16,116.96
Kyrgyzstan,2003,2624.0,86.93,53.55
Lao People's Democratic Republic,2003,2180.0,59.65,28.51
Latvia,2003,3047.0,85.83,111.8
Lebanon,2003,3198.0,87.8,109.31
Lesotho,2003,2518.0,70.47,33.07
Liberia,2003,2051.0,33.64,54.66
Lithuania,2003,3288.0,107.98,93.81
Luxembourg,2003,3489.0,108.07,152.31
Madagascar,2003,1977.0,46.07,26.32
Malawi,2003,2168.0,56.41,31.97
Malaysia,2003,2794.0,75.73,85.63
Maldives,2003,2399.0,87.66,58.71
Mali,2003,2521.0,71.12,57.48
Malta,2003,3369.0,111.99,104.77
Mauritania,2003,2712.0,82.39,68.8
Mauritius,2003,2958.0,83.09,84.35
Mexico,2003,3109.0,87.37,86.89
Mongolia,2003,2221.0,73.14,75.82
Morocco,2003,3203.0,88.2,61.49
Mozambique,2003,2092.0,40.25,36.1
Myanmar,2003,2057.0,56.32,42.81
Namibia,2003,2247.0,64.87,50.6
Nepal,2003,2339.0,59.31,41.2
Netherlands (Kingdom of the),2003,3141.0,97.67,130.35
Netherlands Antilles (former),2003,3064.0,94.79,82.42
New Caledonia,2003,2763.0,82.08,115.64
New Zealand,2003,3120.0,91.84,114.07
Nicaragua,2003,2319.0,57.68,48.58
Niger,2003,2401.0,72.06,52.17
Nigeria,2003,2608.0,59.26,63.81
North Macedonia,2003,2741.0,71.55,92.34
Norway,2003,3437.0,103.73,145.84
Oman,2003,2631.0,78.83,75.13
Pakistan,2003,2312.0,59.7,68.05
Panama,2003,2365.0,67.32,61.79
Paraguay,2003,2732.0,76.33,98.85
Peru,2003,2278.0,63.4,39.09
Philippines,2003,2391.0,54.99,46.82
Poland,2003,3421.0,101.03,114.65
Portugal,2003,3523.0,110.45,134.19
Republic of Korea,2003,3059.0,89.22,84.01
Republic of Moldova,2003,2555.0,68.87,52.24
Romania,2003,3365.0,106.37,101.73
Russian Federation,2003,3064.0,90.01,84.56
Rwanda,2003,2004.0,47.26,19.63
Saint Kitts and Nevis,2003,2463.0,75.38,82.72
Saint Lucia,2003,2640.0,89.3,77.87
Saint Vincent and the Grenadines,2003,2685.0,77.76,73.04
Samoa,2003,2830.0,78.37,128.78
Sao Tome and Principe,2003,2506.0,57.38,71.65
Saudi Arabia,2003,3003.0,81.44,87.28
Senegal,2003,2223.0,55.29,63.46
Serbia and Montenegro,2003,2695.0,74.5,118.14
Sierra Leone,2003,2032.0,46.85,47.85
Slovakia,2003,2790.0,73.75,105.58
Slovenia,2003,3113.0,100.11,120.32
Solomon Islands,2003,2409.0,52.13,48.01
South Africa,2003,2929.0,75.7,79.01
Spain,2003,3297.0,113.76,149.34
Sri Lanka,2003,2330.0,54.28,44.12
Sudan (former),2003,2282.0,75.44,70.02
Suriname,2003,2559.0,55.22,72.82
Sweden,2003,3124.0,108.19,123.61
Switzerland,2003,3432.0,93.7,153.96
Tajikistan,2003,1956.0,49.34,50.32
Thailand,2003,2642.0,58.1,57.49
Timor-Leste,2003,2058.0,56.06,41.83
Togo,2003,2199.0,49.93,49.6
Trinidad and Tobago,2003,2749.0,69.68,80.7
Tunisia,2003,3240.0,89.97,86.78
Turkmenistan,2003,2742.0,86.81,68.1
Türkiye,2003,3588.0,102.71,98.96
Uganda,2003,2382.0,54.08,40.31
Ukraine,2003,3052.0,83.95,82.24
United Arab Emirates,2003,3338.0,116.27,94.67
United Kingdom of Great Britain and Northern Ireland,2003,3400.0,103.08,133.36
United Republic of Tanzania,2003,1983.0,52.13,38.39
United States of America,2003,3777.0,114.56,158.62
Uruguay,2003,2835.0,81.05,93.01
Uzbekistan,2003,2351.0,71.04,62.22
Vanuatu,2003,2753.0,63.92,93.29
Venezuela (Bolivarian Republic of),2003,2415.0,63.96,68.36
Viet Nam,2003,2416.0,61.32,46.06
Yemen,2003,2067.0,58.53,45.2
Zambia,2003,1900.0,48.23,34.24
Zimbabwe,2003,2010.0,47.86,54.53
