country,year,Food supply (kcal/capita/day),Protein supply quantity (g/capita/day),Fat supply quantity (g/capita/day)
Trinidad and Tobago,2010,2961.57,91.64,92.48
Tunisia,2010,3299.84,97.68,94.87
Turkmenistan,2010,2832.17,96.47,83.56
Türkiye,2010,3643.06,102.22,114.36
Uganda,2010,2440.76,61.36,58.65
Ukraine,2010,3097.05,93.19,94.64
United Arab Emirates,2010,3659.24,93.36,137.14
United Kingdom of Great Britain and Northern Ireland,2010,3304.41,105.92,130.29
United Republic of Tanzania,2010,2245.98,55.11,45.64
United States of America,2010,3730.68,119.07,161.44
Uruguay,2010,3138.5,94.69,106.31
Uzbekistan,2010,2938.49,89.65,80.48
Vanuatu,2010,2934.03,76.01,127.07
Venezuela (Bolivarian Republic of),2010,2915.8,83.63,101.7
Viet Nam,2010,2729.5,79.67,51.55
Yemen,2010,2096.55,59.7,37.98
Zambia,2010,1925.29,47.02,44.02
Zimbabwe,2010,2156.73,61.18,74.52
