country,year,Food supply (kcal/capita/day),Protein supply quantity (g/capita/day),Fat supply quantity (g/capita/day)
Mauritius,2018,3001.26,95.79,96.59
Mexico,2018,3217.6,96.95,99.37
Mongolia,2018,2846.54,113.62,120.03
Montenegro,2018,3543.19,125.68,135.23
Morocco,2018,3420.56,104.05,73.64
Mozambique,2018,2082.22,42.57,39.21
Myanmar,2018,2798.85,98.72,78.2
Namibia,2018,2427.62,67.48,61.82
Nepal,2018,2854.67,79.15,61.85
Netherlands (Kingdom of the),2018,3292.21,107.11,139.99
New Caledonia,2018,2834.64,94.84,109.55
New Zealand,2018,3153.93,104.11,115.14
Nicaragua,2018,2644.57,67.55,61.18
Niger,2018,2687.25,91.28,55.96
Nigeria,2018,2519.65,60.86,63.07
North Macedonia,2018,3336.73,96.81,114.19
Norway,2018,3487.25,129.59,135.01
Oman,2018,3050.91,91.29,90.76
Pakistan,2018,2368.91,68.82,87.46
Panama,2018,3036.12,98.22,91.62
Papua New Guinea,2018,2178.43,65.47,62.1
Paraguay,2018,3111.86,73.68,98.88
Peru,2018,2792.41,86.48,61.42
Philippines,2018,2728.61,72.81,59.33
Poland,2018,3531.69,114.73,129.09
Portugal,2018,3450.71,120.41,137.16
Republic of Korea,2018,3388.47,107.93,116.51
Republic of Moldova,2018,3003.74,94.15,96.63
Romania,2018,3621.81,113.73,126.95
Russian Federation,2018,3375.45,111.12,116.02
Rwanda,2018,2212.96,58.44,31.23
Saint Kitts and Nevis,2018,2896.68,97.12,111.33
Saint Lucia,2018,2679.32,107.52,84.75
Saint Vincent and the Grenadines,2018,2998.14,114.61,94.34
Samoa,2018,3067.96,110.16,119.84
Sao Tome and Principe,2018,2356.16,56.37,66.67
Saudi Arabia,2018,3704.1,99.4,113.62
Senegal,2018,2590.15,64.78,67.38
Serbia,2018,3586.84,124.65,103.77
Seychelles,2018,2909.23,101.31,80.11
Sierra Leone,2018,2360.43,54.38,42.62
Slovakia,2018,2908.12,75.6,139.09
Slovenia,2018,3250.13,105.13,116.59
Solomon Islands,2018,2308.07,57.15,50.98
South Africa,2018,2826.07,80.63,85.13
Spain,2018,3346.39,114.12,152.99
Sri Lanka,2018,2764.67,74.77,45.74
Suriname,2018,2631.37,73.42,71.09
Sweden,2018,3166.42,107.85,132.85
Switzerland,2018,3416.6,100.49,159.54
Syrian Arab Republic,2018,2525.83,72.2,78.73
Tajikistan,2018,2628.54,81.03,76.58
Thailand,2018,2777.13,67.28,57.75
Timor-Leste,2018,2248.27,62.26,56.71
Trinidad and Tobago,2018,3033.41,94.24,96.81
Tunisia,2018,3445.39,102.08,103.41
Turkmenistan,2018,2878.52,104.26,87.52
Türkiye,2018,3715.94,107.62,129.39
Uganda,2018,2317.84,51.81,56.49
Ukraine,2018,2938.99,91.54,88.66
United Arab Emirates,2018,3157.29,91.01,124.05
United Kingdom of Great Britain and Northern Ireland,2018,3323.67,110.62,130.64
United Republic of Tanzania,2018,2362.98,58.55,53.03
United States of America,2018,3790.3,120.66,169.41
Uruguay,2018,3272.24,96.28,110.87
Uzbekistan,2018,3218.44,102.5,92.84
Vanuatu,2018,2951.85,79.07,120.1
Venezuela (Bolivarian Republic of),2018,2189.76,52.54,85.88
Viet Nam,2018,2885.87,90.62,59.95
Yemen,2018,1866.24,47.8,35.53
Zambia,2018,2244.16,51.95,49.71
Zimbabwe,2018,2204.99,57.62,67.6
