country,year,Food supply (kcal/capita/day),Protein supply quantity (g/capita/day),Fat supply quantity (g/capita/day)
Tunisia,2023,3431.54,105.05,99.96
Turkmenistan,2023,2814.16,104.65,80.84
Tuvalu,2023,3300.92,103.1,117.0
Türkiye,2023,3892.23,119.68,141.32
Uganda,2023,2377.7,56.43,52.44
Ukraine,2023,2785.79,90.53,78.39
United Arab Emirates,2023,3125.09,96.68,125.87
United Kingdom of Great Britain and Northern Ireland,2023,3434.59,110.01,143.7
United Republic of Tanzania,2023,2518.33,60.46,54.45
United States of America,2023,3947.33,123.1,183.84
Uruguay,2023,3322.74,104.53,122.68
Uzbekistan,2023,3297.23,111.42,105.52
Vanuatu,2023,2909.06,74.63,111.7
Venezuela (Bolivarian Republic of),2023,2800.39,73.58,97.56
Viet Nam,2023,3086.03,102.2,73.75
Yemen,2023,1810.53,45.0,49.2
Zambia,2023,2169.77,48.26,48.5
Zimbabwe,2023,2393.38,69.11,85.32
