country,year,Food supply (kcal/capita/day),Protein supply quantity (g/capita/day),Fat supply quantity (g/capita/day)
Malta,2009,3379.0,109.52,110.67
Mauritania,2009,2762.0,78.85,70.51
Mauritius,2009,3124.0,89.72,86.56
Mexico,2009,3043.0,86.87,89.76
Mongolia,2009,2451.0,81.92,93.26
Montenegro,2009,3487.0,109.79,124.32
Morocco,2009,3293.0,91.8,66.09
Mozambique,2009,2165.0,43.65,36.58
Myanmar,2009,2405.0,75.77,67.44
Namibia,2009,2062.0,60.41,49.55
Nepal,2009,2533.0,64.13,49.22
Netherlands (Kingdom of the),2009,3213.0,110.69,126.98
Netherlands Antilles (former),2009,3103.0,93.42,81.57
New Caledonia,2009,2805.0,84.06,117.13
New Zealand,2009,3144.0,91.98,116.22
Nicaragua,2009,2473.0,64.13,57.95
Niger,2009,2523.0,78.48,55.76
Nigeria,2009,2683.0,64.02,57.61
North Macedonia,2009,2997.0,79.18,106.63
Norway,2009,3471.0,109.67,147.3
Oman,2009,3026.0,87.12,83.51
Pakistan,2009,2429.0,63.74,73.0
Panama,2009,2520.0,72.96,68.4
Paraguay,2009,2528.0,64.48,90.24
Peru,2009,2562.0,71.37,46.11
Philippines,2009,2595.0,60.82,51.71
Poland,2009,3418.0,100.66,116.52
Portugal,2009,3507.0,114.17,142.29
Republic of Korea,2009,3203.0,91.87,96.96
Republic of Moldova,2009,2695.0,68.29,88.02
Romania,2009,3379.0,109.1,107.12
Russian Federation,2009,3273.0,99.62,95.83
Rwanda,2009,2196.0,55.64,30.41
Saint Kitts and Nevis,2009,2492.0,75.65,81.29
Saint Lucia,2009,2581.0,84.08,77.86
Saint Vincent and the Grenadines,2009,2873.0,86.82,80.09
Samoa,2009,2881.0,79.29,133.16
Sao Tome and Principe,2009,2435.0,58.06,76.48
Saudi Arabia,2009,3007.0,82.93,85.09
Senegal,2009,2446.0,61.12,73.5
Serbia,2009,2760.0,79.39,83.02
Sierra Leone,2009,2251.0,54.29,52.87
Slovakia,2009,2899.0,72.53,108.2
Slovenia,2009,3179.0,101.93,121.87
Solomon Islands,2009,2453.0,54.68,48.3
South Africa,2009,2936.0,80.38,87.04
Spain,2009,3205.0,108.02,144.28
Sri Lanka,2009,2448.0,56.21,45.62
Sudan (former),2009,2346.0,73.92,70.99
Suriname,2009,2736.0,60.9,76.46
Sweden,2009,3126.0,107.66,127.33
Switzerland,2009,3465.0,94.64,156.7
Tajikistan,2009,2097.0,52.2,57.68
Thailand,2009,2734.0,58.18,57.43
Timor-Leste,2009,2040.0,54.8,41.22
Togo,2009,2340.0,54.68,48.08
Trinidad and Tobago,2009,2841.0,74.47,80.82
Tunisia,2009,3335.0,95.77,86.75
Turkmenistan,2009,2874.0,92.71,83.35
Türkiye,2009,3621.0,100.72,112.5
Uganda,2009,2194.0,54.7,46.65
Ukraine,2009,3174.0,87.42,94.93
United Arab Emirates,2009,3170.0,103.8,88.97
United Kingdom of Great Britain and Northern Ireland,2009,3412.0,102.09,139.74
United Republic of Tanzania,2009,2133.0,55.11,41.16
United States of America,2009,3645.0,110.9,159.25
Uruguay,2009,2977.0,87.88,101.69
Uzbekistan,2009,2605.0,77.95,65.54
Vanuatu,2009,2864.0,68.34,101.55
Venezuela (Bolivarian Republic of),2009,2858.0,78.99,88.07
Viet Nam,2009,2638.0,73.69,68.71
Yemen,2009,2160.0,58.33,43.51
Zambia,2009,1878.0,49.92,39.86
Zimbabwe,2009,2147.0,52.7,59.08
