country,year,Food supply (kcal/capita/day),Protein supply quantity (g/capita/day),Fat supply quantity (g/capita/day)
France,2012,3453.96,116.51,148.51
French Polynesia,2012,2997.11,110.74,121.48
Gabon,2012,2756.28,92.13,58.27
Gambia,2012,2640.81,59.22,73.08
Georgia,2012,2815.89,79.94,72.42
Germany,2012,3605.58,109.5,148.92
Ghana,2012,2907.71,66.32,45.91
Greece,2012,3490.91,110.66,155.1
Grenada,2012,2431.66,79.0,77.05
Guatemala,2012,2489.99,66.24,61.68
Guinea,2012,2535.33,53.26,68.36
Guinea-Bissau,2012,2224.03,47.31,60.26
Guyana,2012,2730.28,90.54,59.04
Haiti,2012,2134.07,49.49,53.55
Honduras,2012,2616.95,58.64,80.39
Hungary,2012,3004.39,85.02,130.31
Iceland,2012,3353.52,136.8,143.54
India,2012,2385.44,60.72,50.5
Indonesia,2012,2709.96,70.81,46.36
Iran (Islamic Republic of),2012,2873.35,84.34,70.74
Iraq,2012,2577.48,67.59,67.2
Ireland,2012,3659.18,114.16,132.68
Israel,2012,3605.12,126.07,156.28
Italy,2012,3641.43,118.19,162.92
Jamaica,2012,2761.05,84.37,77.21
Jordan,2012,2690.64,76.52,94.16
Kazakhstan,2012,2864.9,87.24,114.06
Kenya,2012,2208.06,60.39,44.23
Kiribati,2012,3021.1,75.62,124.2
Kuwait,2012,3551.64,111.48,111.42
Kyrgyzstan,2012,2706.1,88.74,69.01
Lao People's Democratic Republic,2012,2997.98,71.16,34.67
Latvia,2012,3170.33,102.48,121.68
Lebanon,2012,3016.38,82.5,106.51
Lesotho,2012,2493.46,67.02,33.23
Liberia,2012,2101.72,38.78,61.51
Libya,2012,2958.08,86.39,97.27
Lithuania,2012,3326.15,115.21,97.98
Luxembourg,2012,3417.25,117.21,131.8
Madagascar,2012,2097.77,42.61,21.84
Malawi,2012,2590.19,62.25,35.13
Malaysia,2012,2888.14,91.75,87.1
Maldives,2012,2608.41,116.08,55.52
Malta,2012,3487.24,110.13,124.27
Mauritania,2012,2944.96,81.97,86.73
Mauritius,2012,2971.07,90.59,93.36
Mexico,2012,3127.41,91.72,93.66
Mongolia,2012,2585.71,91.59,97.96
Montenegro,2012,3282.11,114.15,120.19
Morocco,2012,3331.56,98.45,68.56
Mozambique,2012,2291.44,49.27,40.04
Myanmar,2012,2688.9,89.47,72.08
Namibia,2012,2401.56,67.64,60.9
Nepal,2012,2598.89,69.44,55.39
Netherlands (Kingdom of the),2012,3211.85,114.75,123.87
New Caledonia,2012,2730.58,94.31,114.04
New Zealand,2012,3229.9,101.52,120.73
Nicaragua,2012,2581.66,63.54,57.49
Niger,2012,2513.42,86.5,50.4
Nigeria,2012,2511.17,60.3,61.58
North Macedonia,2012,3052.56,84.92,107.48
Norway,2012,3579.55,130.51,139.91
Oman,2012,2995.79,91.51,84.83
Pakistan,2012,2356.53,65.17,74.78
Panama,2012,2788.28,83.2,85.8
Papua New Guinea,2012,2173.4,64.95,69.42
Paraguay,2012,3060.02,65.54,104.44
Peru,2012,2671.47,78.56,56.87
Philippines,2012,2449.57,66.05,49.04
Poland,2012,3439.26,110.19,124.47
Portugal,2012,3460.75,115.64,135.54
Republic of Korea,2012,3290.06,103.42,102.32
Republic of Moldova,2012,2730.26,83.84,88.08
Romania,2012,3351.38,104.25,117.74
Russian Federation,2012,3422.06,113.07,110.39
Rwanda,2012,2141.67,58.51,24.99
Saint Kitts and Nevis,2012,2658.77,91.0,86.07
Saint Lucia,2012,2605.71,97.35,70.82
Saint Vincent and the Grenadines,2012,2946.4,102.19,78.6
Samoa,2012,2907.03,96.62,125.99
Sao Tome and Principe,2012,2332.65,55.23,64.55
Saudi Arabia,2012,3448.22,99.84,110.63
Senegal,2012,2480.31,61.48,74.83
Serbia,2012,3409.75,115.44,98.93
Seychelles,2012,2721.7,88.44,69.02
Sierra Leone,2012,2385.93,57.2,49.32
Slovakia,2012,2764.16,73.79,113.45
Slovenia,2012,3221.63,106.51,121.83
Solomon Islands,2012,2324.36,59.05,45.79
South Africa,2012,2890.95,79.69,88.76
Spain,2012,3195.81,108.42,145.2
Sri Lanka,2012,2512.92,63.81,39.9
Suriname,2012,2645.47,70.83,77.66
Sweden,2012,3230.42,111.17,137.56
Switzerland,2012,3406.19,95.9,150.59
Syrian Arab Republic,2012,2937.63,79.28,97.1
Tajikistan,2012,2306.08,64.34,60.89
Thailand,2012,2752.72,66.25,52.59
Timor-Leste,2012,2280.19,62.9,53.14
Trinidad and Tobago,2012,3046.86,94.93,97.1
Tunisia,2012,3341.7,99.89,98.1
Turkmenistan,2012,2823.94,97.44,85.11
Türkiye,2012,3694.12,105.88,124.09
Uganda,2012,2363.9,58.68,55.63
Ukraine,2012,3121.91,96.91,90.34
United Arab Emirates,2012,3664.6,98.97,135.97
United Kingdom of Great Britain and Northern Ireland,2012,3303.77,107.23,127.16
United Republic of Tanzania,2012,2325.99,57.21,54.87
United States of America,2012,3759.04,117.48,163.14
Uruguay,2012,3183.98,96.55,101.45
Uzbekistan,2012,3100.68,96.39,87.97
Vanuatu,2012,2864.06,76.85,122.72
Venezuela (Bolivarian Republic of),2012,2865.88,82.96,106.74
Viet Nam,2012,2815.86,86.69,55.22
Yemen,2012,2136.61,60.65,42.29
Zambia,2012,1990.83,50.8,50.85
Zimbabwe,2012,2189.8,60.8,74.04
