country,year,Food supply (kcal/capita/day),Protein supply quantity (g/capita/day),Fat supply quantity (g/capita/day)
Guinea,2020,2824.06,57.78,64.32
Guinea-Bissau,2020,2694.48,55.65,74.45
Guyana,2020,3109.42,104.2,69.08
Haiti,2020,2109.83,49.28,44.17
Honduras,2020,2618.17,61.1,87.03
Hungary,2020,3369.22,90.56,153.49
Iceland,2020,3660.86,150.86,164.53
India,2020,2540.72,69.96,59.97
Indonesia,2020,2880.21,76.83,76.98
Iran (Islamic Republic of),2020,2904.7,82.17,76.89
Iraq,2020,2702.97,71.81,67.75
Ireland,2020,3918.35,127.39,152.7
Israel,2020,3789.31,133.56,164.09
Italy,2020,3662.34,114.29,160.9
Jamaica,2020,2829.79,87.5,81.71
Jordan,2020,2596.32,71.9,86.62
Kazakhstan,2020,3078.01,98.3,122.31
Kenya,2020,2256.39,57.24,55.16
Kiribati,2020,3091.46,84.12,123.09
Kuwait,2020,3444.94,112.36,105.41
Kyrgyzstan,2020,2635.07,86.89,72.12
Lao People's Democratic Republic,2020,3155.66,79.57,43.34
Latvia,2020,3235.1,105.46,145.62
Lebanon,2020,2870.19,78.51,94.07
Lesotho,2020,1810.45,51.1,35.54
Liberia,2020,2084.2,45.29,36.28
Libya,2020,2951.83,87.5,102.0
Lithuania,2020,3363.79,126.95,121.26
Luxembourg,2020,3469.07,116.74,131.62
Madagascar,2020,1932.13,38.02,24.51
Malawi,2020,2621.05,65.56,47.72
Malaysia,2020,2933.2,89.26,102.82
Maldives,2020,2603.43,95.93,70.36
Malta,2020,3281.47,104.01,117.61
Marshall Islands,2020,3063.26,108.05,143.22
Mauritania,2020,2895.31,84.18,68.58
Mauritius,2020,3098.5,96.95,104.71
Mexico,2020,3251.04,97.33,102.58
Micronesia (Federated States of),2020,2780.88,77.76,113.22
Mongolia,2020,2950.56,128.3,123.37
Montenegro,2020,3587.52,126.45,135.98
Morocco,2020,3355.26,99.17,75.24
Mozambique,2020,2169.92,46.66,40.47
Myanmar,2020,2845.76,81.2,57.84
Namibia,2020,2449.99,66.44,66.32
Nauru,2020,3016.7,109.07,125.23
Nepal,2020,2938.41,84.67,62.7
Netherlands (Kingdom of the),2020,3435.59,111.35,137.38
New Caledonia,2020,2930.82,103.06,116.31
New Zealand,2020,3148.11,98.03,118.97
Nicaragua,2020,2700.46,71.95,64.03
Niger,2020,2712.99,90.97,59.82
Nigeria,2020,2497.85,58.47,62.8
North Macedonia,2020,3523.35,104.27,120.25
Norway,2020,3533.18,129.74,138.72
Oman,2020,3077.19,92.93,92.27
Pakistan,2020,2520.05,72.21,88.61
Panama,2020,3022.04,95.8,99.75
Papua New Guinea,2020,2213.91,62.9,64.45
Paraguay,2020,3115.62,77.37,93.96
Peru,2020,2867.19,90.29,66.57
Philippines,2020,2793.97,75.98,48.04
Poland,2020,3632.11,119.18,136.25
Portugal,2020,3472.15,115.86,145.46
Qatar,2020,3377.29,113.39,113.43
Republic of Korea,2020,3374.51,106.36,123.12
Republic of Moldova,2020,2985.48,94.83,100.12
Romania,2020,3646.48,109.75,134.48
Russian Federation,2020,3410.97,113.68,119.06
Rwanda,2020,2158.08,55.43,21.03
Saint Kitts and Nevis,2020,2901.64,99.68,113.38
Saint Lucia,2020,2730.58,101.13,83.65
Saint Vincent and the Grenadines,2020,2953.8,110.51,102.76
Samoa,2020,3091.97,106.73,111.26
Sao Tome and Principe,2020,2428.24,60.28,62.61
Saudi Arabia,2020,3780.01,108.81,111.5
Senegal,2020,2717.52,66.87,77.88
Serbia,2020,3747.2,130.49,107.2
Seychelles,2020,2901.82,101.21,80.62
Sierra Leone,2020,2319.77,55.75,39.63
Slovakia,2020,3015.58,79.06,146.21
Slovenia,2020,3147.56,104.25,113.38
Solomon Islands,2020,2310.57,56.51,54.53
South Africa,2020,2760.18,81.91,96.15
Spain,2020,3345.92,113.36,155.21
Sri Lanka,2020,3008.15,76.85,47.01
Suriname,2020,2647.47,76.13,74.52
Sweden,2020,3265.32,112.35,136.54
Switzerland,2020,3483.37,103.51,163.22
Syrian Arab Republic,2020,2421.34,76.47,71.86
Tajikistan,2020,2702.98,81.85,81.99
Thailand,2020,2850.46,68.33,62.86
Timor-Leste,2020,2221.43,59.85,57.93
Tonga,2020,2923.36,123.36,115.79
Trinidad and Tobago,2020,3029.94,89.7,98.54
Tunisia,2020,3527.4,103.62,102.05
Turkmenistan,2020,2863.28,102.37,91.68
Tuvalu,2020,3136.61,102.1,115.43
Türkiye,2020,3743.59,113.02,135.51
Uganda,2020,2348.99,53.65,57.71
Ukraine,2020,2874.88,90.62,85.22
United Arab Emirates,2020,3243.93,110.81,137.02
United Kingdom of Great Britain and Northern Ireland,2020,3355.24,111.15,139.32
United Republic of Tanzania,2020,2402.09,57.29,59.62
United States of America,2020,3847.34,124.35,174.59
Uruguay,2020,3286.13,99.1,119.11
Uzbekistan,2020,3242.26,105.38,96.85
Vanuatu,2020,2921.47,77.34,116.71
Venezuela (Bolivarian Republic of),2020,2298.6,60.09,79.57
Viet Nam,2020,2966.22,93.4,57.88
Yemen,2020,2025.62,54.11,42.76
Zambia,2020,2206.9,45.61,44.59
Zimbabwe,2020,2240.2,63.76,72.47
