country,year,Food supply (kcal/capita/day),Protein supply quantity (g/capita/day),Fat supply quantity (g/capita/day)
Malta,2016,3460.47,116.84,120.82
Mauritania,2016,2862.24,85.29,70.94
Mauritius,2016,2953.44,93.4,92.62
Mexico,2016,3199.79,94.66,96.09
Mongolia,2016,2720.6,106.57,112.82
Montenegro,2016,3466.05,122.6,130.45
Morocco,2016,3414.41,101.73,70.5
Mozambique,2016,1834.09,40.69,35.04
Myanmar,2016,2794.16,98.93,75.58
Namibia,2016,2442.37,67.15,64.3
Nepal,2016,2794.55,76.0,61.06
Netherlands (Kingdom of the),2016,3241.82,110.32,130.55
New Caledonia,2016,2801.47,93.69,107.19
New Zealand,2016,3154.13,104.8,112.63
Nicaragua,2016,2638.18,66.21,60.6
Niger,2016,2620.82,90.34,53.98
Nigeria,2016,2561.62,60.9,62.2
North Macedonia,2016,3226.11,92.06,109.23
Norway,2016,3418.19,124.19,133.41
Oman,2016,2956.25,91.15,78.32
Pakistan,2016,2437.74,66.61,77.6
Panama,2016,2832.61,85.43,85.14
Papua New Guinea,2016,2188.71,66.4,65.43
Paraguay,2016,3069.47,68.48,94.76
Peru,2016,2753.59,82.99,60.51
Philippines,2016,2592.3,69.91,54.08
Poland,2016,3438.75,113.13,124.95
Portugal,2016,3402.18,117.65,133.61
Republic of Korea,2016,3325.36,104.51,110.35
Republic of Moldova,2016,2860.93,92.84,95.18
Romania,2016,3580.34,113.78,126.64
Russian Federation,2016,3389.48,110.89,114.06
Rwanda,2016,2220.79,59.05,28.14
Saint Kitts and Nevis,2016,2855.94,101.02,111.67
Saint Lucia,2016,2632.22,101.01,83.22
Saint Vincent and the Grenadines,2016,2977.91,112.52,94.59
Samoa,2016,3035.86,112.4,114.63
Sao Tome and Principe,2016,2357.43,55.95,65.62
Saudi Arabia,2016,3521.66,101.04,110.88
Senegal,2016,2524.1,62.18,67.18
Serbia,2016,3492.81,119.36,96.94
Seychelles,2016,2894.48,97.54,84.76
Sierra Leone,2016,2324.13,53.51,42.98
Slovakia,2016,2857.34,76.96,127.23
Slovenia,2016,3227.73,106.98,117.55
Solomon Islands,2016,2300.72,55.66,52.84
South Africa,2016,2818.74,80.78,85.51
Spain,2016,3280.58,110.69,149.79
Sri Lanka,2016,2740.52,72.0,43.6
Suriname,2016,2607.54,68.78,74.53
Sweden,2016,3223.11,110.42,139.92
Switzerland,2016,3382.64,99.4,155.35
Syrian Arab Republic,2016,2683.93,73.64,86.63
Tajikistan,2016,2482.29,73.35,69.74
Thailand,2016,2763.2,66.91,57.0
Timor-Leste,2016,2285.35,63.19,55.36
Trinidad and Tobago,2016,3031.18,94.28,98.47
Tunisia,2016,3380.67,102.06,95.94
Turkmenistan,2016,2889.51,103.19,88.81
Türkiye,2016,3651.66,105.48,122.26
Uganda,2016,1996.45,47.41,54.7
Ukraine,2016,3012.31,93.07,79.84
United Arab Emirates,2016,3160.55,91.46,111.13
United Kingdom of Great Britain and Northern Ireland,2016,3345.3,111.02,129.33
United Republic of Tanzania,2016,2392.75,59.12,57.79
United States of America,2016,3754.29,118.57,163.52
Uruguay,2016,3198.9,89.97,107.69
Uzbekistan,2016,3262.88,104.59,95.23
Vanuatu,2016,2919.94,79.2,114.92
Venezuela (Bolivarian Republic of),2016,2231.47,57.55,82.49
Viet Nam,2016,2847.28,87.3,55.62
Yemen,2016,1832.72,48.7,34.52
Zambia,2016,2166.63,52.98,46.93
Zimbabwe,2016,2140.75,57.57,68.74
