country,year,Food supply (kcal/capita/day),Protein supply quantity (g/capita/day),Fat supply quantity (g/capita/day)
Kiribati,2014,3066.76,74.83,130.52
Kuwait,2014,3545.54,112.29,106.42
Kyrgyzstan,2014,2679.02,87.34,69.72
Lao People's Democratic Republic,2014,3115.84,81.05,39.42
Latvia,2014,3232.79,104.52,124.15
Lebanon,2014,2932.52,80.44,98.31
Lesotho,2014,2208.22,59.23,49.38
Liberia,2014,2110.35,42.1,58.19
Libya,2014,2934.64,91.22,87.81
Lithuania,2014,3401.13,121.17,100.61
Luxembourg,2014,3414.23,115.36,129.04
Madagascar,2014,2045.79,41.83,21.48
Malawi,2014,2557.39,59.81,38.55
Malaysia,2014,2833.83,91.57,88.28
Maldives,2014,2680.58,117.65,65.51
Malta,2014,3479.03,120.22,130.01
Mauritania,2014,2914.07,86.03,75.1
Mauritius,2014,2969.0,93.59,94.66
Mexico,2014,3157.68,93.28,93.39
Mongolia,2014,2596.6,97.86,100.55
Montenegro,2014,3319.0,114.53,125.86
Morocco,2014,3387.4,100.81,70.54
Mozambique,2014,2039.81,43.66,36.27
Myanmar,2014,2748.75,95.48,73.34
Namibia,2014,2427.47,66.33,66.46
Nepal,2014,2657.95,72.42,55.2
Netherlands (Kingdom of the),2014,3229.53,110.82,128.91
New Caledonia,2014,2771.02,94.9,106.38
New Zealand,2014,3233.67,103.28,116.31
Nicaragua,2014,2552.54,65.92,60.08
Niger,2014,2520.83,85.95,55.37
Nigeria,2014,2562.22,61.18,64.19
North Macedonia,2014,3085.02,87.92,104.46
Norway,2014,3518.71,124.54,137.77
Oman,2014,3029.78,94.12,79.85
Pakistan,2014,2354.57,65.0,74.66
Panama,2014,2787.36,84.41,84.53
Papua New Guinea,2014,2213.39,66.46,70.55
Paraguay,2014,3136.74,70.83,98.03
Peru,2014,2737.11,82.13,59.02
Philippines,2014,2463.22,67.84,46.55
Poland,2014,3398.67,109.58,119.5
Portugal,2014,3402.71,115.82,133.47
Republic of Korea,2014,3328.53,103.63,107.54
Republic of Moldova,2014,2756.63,88.2,90.52
Romania,2014,3476.81,108.94,121.14
Russian Federation,2014,3423.56,112.43,114.97
Rwanda,2014,2136.29,58.38,23.46
Saint Kitts and Nevis,2014,2705.39,95.55,99.35
Saint Lucia,2014,2618.74,99.9,81.54
Saint Vincent and the Grenadines,2014,2975.74,97.83,87.1
Samoa,2014,3004.96,101.99,117.76
Sao Tome and Principe,2014,2330.48,55.69,64.56
Saudi Arabia,2014,3488.67,101.03,113.7
Senegal,2014,2444.65,59.59,70.14
Serbia,2014,3434.73,118.21,97.41
Seychelles,2014,2769.3,82.75,76.67
Sierra Leone,2014,2323.81,56.43,48.88
Slovakia,2014,2833.27,78.32,118.3
Slovenia,2014,3262.47,106.88,116.51
Solomon Islands,2014,2343.17,59.49,48.23
South Africa,2014,2838.51,81.2,83.59
Spain,2014,3175.49,108.45,141.55
Sri Lanka,2014,2556.47,66.51,39.3
Suriname,2014,2665.15,69.93,75.96
Sweden,2014,3258.19,113.0,138.05
Switzerland,2014,3454.33,100.59,157.51
Syrian Arab Republic,2014,2844.44,77.06,94.18
Tajikistan,2014,2358.5,66.64,64.36
Thailand,2014,2760.69,66.5,53.03
Timor-Leste,2014,2338.56,62.24,53.7
Trinidad and Tobago,2014,3044.62,99.33,100.21
Tunisia,2014,3370.11,101.96,95.52
Turkmenistan,2014,2914.5,103.91,91.71
Türkiye,2014,3666.3,105.59,122.17
Uganda,2014,2379.24,59.93,58.4
Ukraine,2014,3085.39,90.69,93.33
United Arab Emirates,2014,3407.47,94.05,122.23
United Kingdom of Great Britain and Northern Ireland,2014,3351.7,107.68,129.78
United Republic of Tanzania,2014,2376.89,59.36,55.25
United States of America,2014,3728.99,116.72,161.62
Uruguay,2014,3210.95,97.5,110.16
Uzbekistan,2014,3227.47,101.71,97.08
Vanuatu,2014,2929.73,78.11,126.34
Venezuela (Bolivarian Republic of),2014,2876.29,86.23,105.4
Viet Nam,2014,2833.53,85.1,53.96
Yemen,2014,2149.82,58.04,53.45
Zambia,2014,2079.14,52.0,47.36
Zimbabwe,2014,2072.77,55.3,65.67
