country,year,Food supply (kcal/capita/day),Protein supply quantity (g/capita/day),Fat supply quantity (g/capita/day)
Serbia and Montenegro,2002,2631.0,77.14,116.97
Sierra Leone,2002,2045.0,46.92,49.65
Slovakia,2002,2800.0,73.61,105.34
Slovenia,2002,3081.0,98.63,115.87
Solomon Islands,2002,2392.0,52.85,48.53
South Africa,2002,2906.0,74.87,77.82
Spain,2002,3359.0,115.4,153.75
Sri Lanka,2002,2331.0,53.06,42.17
Sudan (former),2002,2283.0,75.01,75.44
Suriname,2002,2557.0,56.32,71.98
Sweden,2002,3133.0,107.7,125.01
Switzerland,2002,3436.0,93.77,154.17
Tajikistan,2002,1942.0,49.38,48.0
Thailand,2002,2630.0,58.44,57.28
Timor-Leste,2002,2063.0,54.76,41.45
Togo,2002,2157.0,48.95,48.02
Trinidad and Tobago,2002,2790.0,71.25,83.49
Tunisia,2002,3191.0,88.31,88.83
Turkmenistan,2002,2682.0,84.17,67.89
Türkiye,2002,3607.0,103.43,97.32
Uganda,2002,2330.0,51.68,35.77
Ukraine,2002,3048.0,84.88,79.88
United Arab Emirates,2002,3355.0,114.48,91.25
United Kingdom of Great Britain and Northern Ireland,2002,3416.0,101.9,135.38
United Republic of Tanzania,2002,2109.0,55.24,35.38
United States of America,2002,3783.0,114.37,159.92
Uruguay,2002,2838.0,86.43,95.49
Uzbekistan,2002,2289.0,67.8,61.54
Vanuatu,2002,2698.0,62.97,91.56
Venezuela (Bolivarian Republic of),2002,2218.0,61.33,65.75
Viet Nam,2002,2360.0,58.18,44.45
Yemen,2002,2082.0,58.98,42.46
Zambia,2002,1849.0,46.36,33.63
Zimbabwe,2002,2021.0,46.66,53.88
