country,year,Food supply (kcal/capita/day),Protein supply quantity (g/capita/day),Fat supply quantity (g/capita/day)
Fiji,2015,2731.08,71.87,76.47
Finland,2015,3240.32,119.78,130.26
France,2015,3407.97,115.39,140.49
French Polynesia,2015,2967.83,110.57,123.39
Gabon,2015,2733.24,95.89,62.68
Gambia,2015,2517.52,60.44,60.13
Georgia,2015,2877.4,84.18,76.54
Germany,2015,3590.45,110.82,144.98
Ghana,2015,2814.22,62.44,41.06
Greece,2015,3402.75,106.46,150.87
Grenada,2015,2511.53,81.52,88.08
Guatemala,2015,2526.26,69.55,63.42
Guinea,2015,2609.87,52.87,69.24
Guinea-Bissau,2015,2169.82,45.07,72.78
Guyana,2015,2996.37,101.11,53.89
Haiti,2015,2224.2,52.32,50.06
Honduras,2015,2578.47,58.49,78.71
Hungary,2015,3177.0,88.7,142.82
Iceland,2015,3471.9,148.17,156.66
India,2015,2422.59,63.13,53.97
Indonesia,2015,2812.49,75.5,45.8
Iran (Islamic Republic of),2015,2913.01,85.04,70.64
Iraq,2015,2581.89,66.33,71.45
Ireland,2015,3762.43,117.55,143.6
Israel,2015,3660.71,128.21,154.77
Italy,2015,3521.33,111.98,149.89
Jamaica,2015,2822.52,83.46,78.81
Jordan,2015,2791.67,75.7,91.12
Kazakhstan,2015,2875.59,87.15,115.53
Kenya,2015,2236.16,61.03,44.62
Kiribati,2015,3108.93,78.38,130.21
Kuwait,2015,3542.33,111.72,108.65
Kyrgyzstan,2015,2683.53,85.87,69.74
Lao People's Democratic Republic,2015,3176.47,81.45,39.79
Latvia,2015,3212.08,105.42,126.47
Lebanon,2015,2890.69,78.26,95.29
Lesotho,2015,2085.25,56.13,45.96
Liberia,2015,2097.57,41.76,58.49
Libya,2015,2960.95,91.31,93.15
Lithuania,2015,3381.43,122.37,102.38
Luxembourg,2015,3377.27,114.45,131.16
Madagascar,2015,2012.18,41.48,22.39
Malawi,2015,2602.76,62.31,39.11
Malaysia,2015,2877.24,92.23,96.93
Maldives,2015,2735.55,116.79,64.67
Malta,2015,3499.17,116.28,127.33
Mauritania,2015,2892.49,85.82,72.15
Mauritius,2015,2969.78,93.68,93.23
Mexico,2015,3172.1,93.65,94.49
Mongolia,2015,2688.93,106.03,117.82
Montenegro,2015,3394.03,118.0,127.68
Morocco,2015,3380.86,101.79,68.16
Mozambique,2015,1922.69,41.66,37.94
Myanmar,2015,2775.75,98.0,75.32
Namibia,2015,2465.45,67.16,66.06
Nepal,2015,2690.62,73.46,55.67
Netherlands (Kingdom of the),2015,3261.05,110.75,129.64
New Caledonia,2015,2779.85,92.15,106.45
New Zealand,2015,3194.48,100.79,113.73
Nicaragua,2015,2557.63,64.44,58.51
Niger,2015,2586.67,87.6,51.72
Nigeria,2015,2560.7,60.04,62.92
North Macedonia,2015,3171.69,91.11,106.5
Norway,2015,3458.95,125.55,134.96
Oman,2015,3023.53,93.75,76.12
Pakistan,2015,2379.4,67.78,80.06
Panama,2015,2794.42,83.9,84.77
Papua New Guinea,2015,2172.88,65.84,67.01
Paraguay,2015,3096.11,67.81,95.52
Peru,2015,2763.82,83.23,59.19
Philippines,2015,2510.83,68.44,49.88
Poland,2015,3358.97,110.29,122.82
Portugal,2015,3463.6,117.18,138.12
Republic of Korea,2015,3326.01,103.52,109.15
Republic of Moldova,2015,2801.84,88.67,92.85
Romania,2015,3537.66,113.06,124.33
Russian Federation,2015,3413.51,112.24,111.5
Rwanda,2015,2080.62,56.39,24.65
Saint Kitts and Nevis,2015,2773.66,96.63,104.82
Saint Lucia,2015,2612.41,100.51,82.6
Saint Vincent and the Grenadines,2015,3014.75,107.35,83.47
Samoa,2015,2990.19,105.42,106.69
Sao Tome and Principe,2015,2313.82,54.98,66.3
Saudi Arabia,2015,3498.21,101.26,108.2
Senegal,2015,2468.2,60.9,66.27
Serbia,2015,3494.44,119.47,98.61
Seychelles,2015,2857.84,93.26,81.4
Sierra Leone,2015,2404.92,55.69,47.44
Slovakia,2015,2738.34,73.93,120.88
Slovenia,2015,3229.93,105.39,114.58
Solomon Islands,2015,2309.32,56.82,50.5
South Africa,2015,2801.23,79.89,83.52
Spain,2015,3203.05,109.02,147.13
Sri Lanka,2015,3006.08,78.12,44.5
Suriname,2015,2623.42,68.31,74.95
Sweden,2015,3229.33,112.31,139.07
Switzerland,2015,3418.87,100.47,159.03
Syrian Arab Republic,2015,2798.46,76.15,95.71
Tajikistan,2015,2421.44,71.2,66.38
Thailand,2015,2775.64,67.28,56.2
Timor-Leste,2015,2298.89,62.38,56.45
Trinidad and Tobago,2015,3046.56,95.96,96.02
Tunisia,2015,3389.07,101.76,98.37
Turkmenistan,2015,2912.17,102.32,93.27
Türkiye,2015,3698.84,107.55,124.51
Uganda,2015,2265.16,55.53,55.58
Ukraine,2015,3023.2,91.13,82.29
United Arab Emirates,2015,3278.78,92.94,119.98
United Kingdom of Great Britain and Northern Ireland,2015,3365.31,109.98,130.42
United Republic of Tanzania,2015,2378.79,58.71,55.9
United States of America,2015,3736.74,117.58,162.44
Uruguay,2015,3176.76,93.43,107.42
Uzbekistan,2015,3247.05,103.71,92.85
Vanuatu,2015,2913.43,78.34,123.62
Venezuela (Bolivarian Republic of),2015,2616.02,69.83,101.29
Viet Nam,2015,2822.85,86.03,53.95
Yemen,2015,1960.98,52.91,40.08
Zambia,2015,2105.61,53.2,50.51
Zimbabwe,2015,2075.47,56.34,67.17
