country,year,Food supply (kcal/capita/day),Protein supply quantity (g/capita/day),Fat supply quantity (g/capita/day)
Iran (Islamic Republic of),2006,3000.0,83.03,69.05
Iraq,2006,2374.0,54.77,55.2
Ireland,2006,3503.0,114.19,125.44
Israel,2006,3624.0,130.06,150.24
Italy,2006,3625.0,110.88,156.45
Jamaica,2006,2792.0,77.08,86.58
Japan,2006,2778.0,90.16,89.44
Jordan,2006,3153.0,80.14,93.6
Kazakhstan,2006,3073.0,92.55,109.6
Kenya,2006,2161.0,60.76,48.61
Kiribati,2006,2903.0,73.08,100.37
Kuwait,2006,3587.0,112.37,122.88
Kyrgyzstan,2006,2660.0,80.07,58.48
Lao People's Democratic Republic,2006,2243.0,60.7,32.33
Latvia,2006,3213.0,90.76,128.18
Lebanon,2006,3128.0,83.75,110.84
Lesotho,2006,2595.0,73.83,35.28
Liberia,2006,2116.0,34.1,58.53
Lithuania,2006,3466.0,118.88,101.33
Luxembourg,2006,3505.0,109.84,146.63
Madagascar,2006,2083.0,48.36,28.74
Malawi,2006,2269.0,59.04,32.59
Malaysia,2006,2809.0,79.11,83.75
Maldives,2006,2388.0,82.33,55.85
Mali,2006,2654.0,73.86,59.99
Malta,2006,3368.0,111.14,111.27
Mauritania,2006,2603.0,76.09,71.36
Mauritius,2006,3022.0,83.14,88.79
Mexico,2006,3079.0,88.02,89.21
Mongolia,2006,2288.0,72.68,77.12
Montenegro,2006,3276.0,101.08,117.25
Morocco,2006,3271.0,92.53,62.27
Mozambique,2006,2111.0,43.45,36.99
Myanmar,2006,2207.0,65.87,51.75
Namibia,2006,2230.0,63.05,53.25
Nepal,2006,2378.0,61.22,40.5
Netherlands (Kingdom of the),2006,3213.0,108.6,132.44
Netherlands Antilles (former),2006,3085.0,92.34,80.59
New Caledonia,2006,2771.0,81.24,115.36
New Zealand,2006,3151.0,93.92,118.45
Nicaragua,2006,2412.0,62.84,58.26
Niger,2006,2442.0,75.44,52.24
Nigeria,2006,2725.0,63.3,67.54
North Macedonia,2006,2827.0,73.12,108.39
Norway,2006,3446.0,105.0,149.23
Oman,2006,2768.0,75.62,74.31
Pakistan,2006,2381.0,60.55,71.13
Panama,2006,2347.0,68.31,61.91
Paraguay,2006,2621.0,70.63,91.67
Peru,2006,2433.0,67.76,40.67
Philippines,2006,2514.0,58.42,48.37
Poland,2006,3353.0,98.72,112.39
Portugal,2006,3521.0,113.5,136.47
Republic of Korea,2006,3113.0,90.23,87.14
Republic of Moldova,2006,2694.0,74.62,67.32
Romania,2006,3430.0,108.92,105.88
Russian Federation,2006,3247.0,95.28,91.04
Rwanda,2006,2044.0,50.01,24.09
Saint Kitts and Nevis,2006,2427.0,74.67,80.08
Saint Lucia,2006,2631.0,85.54,83.08
Saint Vincent and the Grenadines,2006,2800.0,81.38,76.96
Samoa,2006,2860.0,75.75,130.93
Sao Tome and Principe,2006,2554.0,57.98,74.03
Saudi Arabia,2006,3045.0,83.58,85.59
Senegal,2006,2310.0,58.11,62.74
Serbia,2006,2750.0,77.92,85.58
Sierra Leone,2006,2155.0,51.51,54.65
Slovakia,2006,2833.0,73.85,104.88
Slovenia,2006,3120.0,98.18,118.94
Solomon Islands,2006,2458.0,54.17,50.24
South Africa,2006,2927.0,79.73,80.43
Spain,2006,3227.0,110.17,144.94
Sri Lanka,2006,2376.0,54.0,45.29
Sudan (former),2006,2331.0,75.21,67.49
Suriname,2006,2632.0,58.86,73.95
Sweden,2006,3091.0,107.69,122.03
Switzerland,2006,3432.0,92.23,158.01
Tajikistan,2006,2063.0,51.6,54.06
Thailand,2006,2796.0,60.68,58.33
Timor-Leste,2006,2038.0,54.13,39.74
Togo,2006,2283.0,52.57,46.97
Trinidad and Tobago,2006,2801.0,72.33,80.81
Tunisia,2006,3273.0,89.64,91.37
Turkmenistan,2006,2835.0,88.93,68.81
Türkiye,2006,3647.0,103.02,108.15
Uganda,2006,2276.0,50.77,44.69
Ukraine,2006,3244.0,89.08,91.08
United Arab Emirates,2006,3202.0,103.32,82.28
United Kingdom of Great Britain and Northern Ireland,2006,3438.0,104.08,147.23
United Republic of Tanzania,2006,2141.0,55.29,40.46
United States of America,2006,3783.0,114.58,162.49
Uruguay,2006,2823.0,80.22,90.15
Uzbekistan,2006,2556.0,75.27,66.87
Vanuatu,2006,2800.0,65.41,95.38
Venezuela (Bolivarian Republic of),2006,2514.0,64.21,72.82
Viet Nam,2006,2483.0,64.69,58.42
Yemen,2006,2117.0,55.81,48.66
Zambia,2006,1838.0,46.81,33.98
Zimbabwe,2006,2115.0,51.37,54.69
