country,year,Food supply (kcal/capita/day),Protein supply quantity (g/capita/day),Fat supply quantity (g/capita/day)
Marshall Islands,2019,2963.13,96.42,133.17
Mauritania,2019,2894.03,86.08,69.06
Mauritius,2019,3048.29,97.49,99.3
Mexico,2019,3252.08,97.69,100.9
Micronesia (Federated States of),2019,2790.94,78.77,114.51
Mongolia,2019,2856.13,118.72,125.92
Montenegro,2019,3567.99,126.41,136.09
Morocco,2019,3394.43,102.25,77.42
Mozambique,2019,2108.42,44.18,38.87
Myanmar,2019,2795.32,97.2,83.15
Namibia,2019,2477.62,64.41,64.94
Nauru,2019,2985.75,110.1,128.66
Nepal,2019,2887.24,81.69,62.42
Netherlands (Kingdom of the),2019,3433.58,107.44,133.06
New Caledonia,2019,2914.07,102.09,111.93
New Zealand,2019,3115.51,102.57,112.93
Nicaragua,2019,2680.61,70.07,66.0
Niger,2019,2651.65,90.83,57.4
Nigeria,2019,2533.71,59.67,62.48
North Macedonia,2019,3434.24,100.84,120.55
Norway,2019,3533.81,130.34,137.11
Oman,2019,3062.92,90.99,96.75
Pakistan,2019,2526.58,70.94,92.25
Panama,2019,3048.93,95.9,105.11
Papua New Guinea,2019,2179.94,64.05,63.49
Paraguay,2019,3103.74,74.72,98.6
Peru,2019,2835.06,88.63,66.69
Philippines,2019,2801.08,75.9,50.76
Poland,2019,3577.34,117.56,131.36
Portugal,2019,3462.91,119.28,143.61
Qatar,2019,3414.33,114.23,115.05
Republic of Korea,2019,3383.88,106.94,120.7
Republic of Moldova,2019,3011.18,92.89,96.86
Romania,2019,3650.09,110.2,128.47
Russian Federation,2019,3395.35,112.29,119.96
Rwanda,2019,2199.54,56.59,32.5
Saint Kitts and Nevis,2019,2854.97,89.89,117.26
Saint Lucia,2019,2683.25,93.76,78.97
Saint Vincent and the Grenadines,2019,2982.48,115.34,95.79
Samoa,2019,3084.11,104.24,117.21
Sao Tome and Principe,2019,2378.23,58.54,61.64
Saudi Arabia,2019,3786.13,105.97,115.18
Senegal,2019,2645.6,65.34,71.93
Serbia,2019,3678.86,127.8,105.18
Seychelles,2019,2860.36,99.95,79.61
Sierra Leone,2019,2306.63,55.16,50.74
Slovakia,2019,3028.76,79.23,148.01
Slovenia,2019,3192.8,106.62,114.69
Solomon Islands,2019,2356.91,57.95,54.28
South Africa,2019,2789.48,79.85,88.76
Spain,2019,3349.21,115.67,153.45
Sri Lanka,2019,2718.94,72.86,45.8
Suriname,2019,2664.76,76.82,74.34
Sweden,2019,3233.46,113.12,132.12
Switzerland,2019,3417.58,99.79,158.8
Syrian Arab Republic,2019,2486.63,72.76,77.31
Tajikistan,2019,2710.66,82.41,81.85
Thailand,2019,2800.6,66.85,61.11
Timor-Leste,2019,2256.51,60.77,62.26
Tonga,2019,2897.83,130.69,117.0
Trinidad and Tobago,2019,3022.99,94.72,96.87
Tunisia,2019,3500.15,103.51,105.71
Turkmenistan,2019,2847.3,102.28,85.88
Tuvalu,2019,2993.31,92.89,109.56
Türkiye,2019,3718.11,106.52,130.24
Uganda,2019,2050.11,43.48,51.32
Ukraine,2019,2894.45,93.28,87.03
United Arab Emirates,2019,3246.76,92.96,132.46
United Kingdom of Great Britain and Northern Ireland,2019,3356.4,107.86,137.7
United Republic of Tanzania,2019,2387.13,56.97,58.07
United States of America,2019,3819.76,122.02,172.62
Uruguay,2019,3307.76,100.83,121.03
Uzbekistan,2019,3236.34,105.4,95.4
Vanuatu,2019,2916.75,76.76,120.67
Venezuela (Bolivarian Republic of),2019,2234.69,57.25,83.66
Viet Nam,2019,2922.1,92.13,59.84
Yemen,2019,1896.67,50.65,35.07
Zambia,2019,2226.0,46.34,45.23
Zimbabwe,2019,2144.17,59.32,66.37
