Country Name,Country Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Tuvalu,TUV,1579.419063,1456.784094,1750.251751,2006.842499,2322.562651,2304.826943,2396.268443,2794.163101,3088.308774,2683.967495,3024.817079,3636.0814,3598.461631,3510.216401,3528.858581,3357.834177,3808.69755,4165.663387,4466.120349,5115.13076,4976.112541,5905.081981,5911.327271,6344.775019
Uganda,UGA,258.0503387,236.0211889,241.9846884,250.7154366,292.381858,330.4054027,346.5182553,401.3891309,472.8426815,798.9470899,823.4881443,835.6200606,795.2228676,818.2854274,896.0547955,862.9346104,752.6965717,765.2183323,792.1657002,822.17115,845.7664639,882.7917175,963.0673141,1002.309139
Ukraine,UKR,653.2943115,800.4907227,903.0119019,1076.481567,1401.018066,1875.335083,2366.494141,3160.327637,4017.806641,2607.087646,3039.632324,3656.697998,3951.342285,4129.896973,3054.908203,2094.473877,2158.461182,2604.287598,3059.051758,3619.861572,3709.769287,4775.945801,4199.670898,5139.598145
United Arab Emirates,ARE,29865.50235,27745.17081,27753.60895,29659.54286,33376.71523,38719.31383,44342.60483,45854.73252,50054.17007,37803.06637,44795.29493,51921.90451,53141.61243,53247.24095,52725.23584,44910.335,42721.09994,43733.61923,47135.35919,45938.60736,37991.7493,44118.50472,50759.75892,49850.68722
United Kingdom,GBR,28383.87611,28013.87296,30158.70178,34556.77261,40504.41181,42240.2463,44695.16102,50629.07992,47652.40307,39009.37155,39778.32205,42295.92738,42688.32637,43606.98379,47746.24218,45255.34492,41257.90855,40916.81151,43702.99763,43158.74113,40812.67947,47691.37688,47057.04323,49944.47021
United States,USA,36329.95607,37133.62311,37997.75966,39490.27496,41724.63163,44123.40707,46302.00088,48050.22378,48570.04598,47194.94335,48642.61002,50024.8688,51708.40116,53179.01276,54973.42075,56572.9189,57638.10184,59635.09844,62499.87444,64746.45068,63515.94918,70205.05092,76657.24888,81032.26212
Uruguay,URY,6987.700988,6382.761047,4149.761403,3671.123293,4168.660654,5284.25678,6001.332948,7222.054036,9423.965626,9881.395731,12641.05768,15132.26757,16259.59408,18335.25948,18322.42768,17125.90168,17009.75842,19184.65026,19249.94047,18315.7317,15757.5356,17881.81872,20818.61461,23019.42216
Uzbekistan,UZB,555.1492311,454.4158123,381.4092969,394.1640289,462.1714929,542.8358087,649.118167,824.0281923,1074.729288,1205.799355,1753.207302,2087.863861,2307.346491,2461.979474,2674.962838,2803.19018,2753.379514,2190.604116,1813.085308,2041.384807,1978.280519,2258.519641,2578.666894,2878.968793
Vanuatu,VUT,1460.238177,1350.183382,1340.715375,1566.513968,1774.318676,1873.991426,2034.792896,2333.705067,2603.608831,2546.383246,2815.18829,3163.186165,3004.784167,2979.796081,2973.090265,2854.894123,2956.126448,3159.860558,3206.657487,3207.446505,3042.987116,3107.203129,3370.21192,3482.614582
Venezuela,VEN,4776.281676,4920.393136,3652.098965,3229.505571,4269.089709,5432.485418,6739.380653,8331.62097,11262.45143,11596.60219,13646.30466,10843.92297,12607.23612,8656.356697,7096.220471,4103.138499,3670.157378,3791.331607,3422.65467,2523.112752,1506.043621,2004.933979,3155.042071,3617.435946
Vietnam,VNM,404.0297841,419.2056776,445.1328618,497.1170892,565.4522846,710.74676,807.7566451,925.6403383,1163.831958,1226.169761,1683.161824,1950.925042,2185.117677,2359.517365,2546.384645,2577.568853,2735.060438,2956.109921,3222.310031,3440.900254,3534.039535,3704.193559,4147.697772,4323.35032
Yemen,YEM,493.2351826,487.1412579,513.2414866,548.905883,627.6320234,734.1599085,809.7131276,890.3057681,1071.635833,969.2435099,1155.203053,1186.475006,1245.050683,1378.75003,1430.16421,1362.173812,975.359417,811.1659704,633.8872025,,,,,
Zambia,ZMB,359.429501,396.548953,393.8646255,446.2901048,548.6859746,710.9820682,1051.717149,1118.731626,1375.50211,1136.241683,1451.10616,1624.868178,1710.050613,1820.718548,1707.485731,1295.877887,1239.085279,1483.465773,1463.899979,1258.986198,951.6443167,1127.160779,1447.123101,1330.727806
Zimbabwe,ZWE,562.8337575,566.3887464,524.9364786,468.4719329,469.7192989,461.2713875,431.0349944,413.5212446,340.9174476,735.8216939,902.0107591,1037.775652,1239.227097,1362.994983,1372.915262,1387.126326,1408.139453,3445.44941,2270.895319,2184.329239,2059.674454,2613.605421,2536.400502,2195.224921
