Country Name,Country Code,Year,Prevalence of Undernourishment
Guyana,GUY,2003,6.1
Haiti,HTI,2003,50.2
Honduras,HND,2003,20.0
Hungary,HUN,2003,2.5
Iceland,ISL,2003,2.5
India,IND,2003,21.2
Indonesia,IDN,2003,18.0
Iran,IRN,2003,5.5
Iraq,IRQ,2003,18.4
Ireland,IRL,2003,2.5
Israel,ISR,2003,2.5
Italy,ITA,2003,2.5
Jamaica,JAM,2003,6.8
Japan,JPN,2003,
Jordan,JOR,2003,6.0
Kazakhstan,KAZ,2003,7.1
Kenya,KEN,2003,34.5
Kiribati,KIR,2003,4.6
Kuwait,KWT,2003,2.5
Kyrgyzstan,KGZ,2003,8.9
Laos,LAO,2003,
Latvia,LVA,2003,3.0
Lebanon,LBN,2003,8.5
Lesotho,LSO,2003,
Liberia,LBR,2003,35.9
Libya,LBY,2003,4.3
Liechtenstein,LIE,2003,
Lithuania,LTU,2003,2.5
Luxembourg,LUX,2003,2.5
Madagascar,MDG,2003,36.1
Malawi,MWI,2003,24.1
Malaysia,MYS,2003,2.9
Maldives,MDV,2003,
Mali,MLI,2003,13.2
Malta,MLT,2003,2.5
Marshall Islands,MHL,2003,
Mauritania,MRT,2003,9.5
Mauritius,MUS,2003,5.6
Mexico,MEX,2003,3.8
Micronesia,FSM,2003,
Moldova,MDA,2003,29.6
Monaco,MCO,2003,
Mongolia,MNG,2003,29.6
Montenegro,MNE,2003,7.5
Morocco,MAR,2003,5.1
Mozambique,MOZ,2003,32.8
Myanmar,MMR,2003,32.6
Namibia,NAM,2003,17.7
Nauru,NRU,2003,
Nepal,NPL,2003,20.0
Netherlands,NLD,2003,2.5
New Zealand,NZL,2003,2.5
Nicaragua,NIC,2003,23.4
Niger,NER,2003,21.1
Nigeria,NGA,2003,8.8
North Korea,PRK,2003,32.9
North Macedonia,MKD,2003,5.3
Norway,NOR,2003,2.5
Oman,OMN,2003,14.2
Pakistan,PAK,2003,20.2
Palau,PLW,2003,
Palestine,PSE,2003,
Panama,PAN,2003,17.4
Papua New Guinea,PNG,2003,28.1
Paraguay,PRY,2003,8.6
Peru,PER,2003,22.1
Philippines,PHL,2003,17.8
Poland,POL,2003,2.5
Portugal,PRT,2003,2.5
Qatar,QAT,2003,
Romania,ROU,2003,2.5
Russia,RUS,2003,2.7
Rwanda,RWA,2003,33.6
Saint Kitts and Nevis,KNA,2003,
Saint Lucia,LCA,2003,
Saint Vincent and the Grenadines,VCT,2003,9.1
Samoa,WSM,2003,3.7
San Marino,SMR,2003,
Sao Tome and Principe,STP,2003,12.3
Saudi Arabia,SAU,2003,4.7
Senegal,SEN,2003,18.6
Serbia,SRB,2003,3.9
Seychelles,SYC,2003,2.5
Sierra Leone,SLE,2003,47.0
Singapore,SGP,2003,
Slovakia,SVK,2003,6.1
Slovenia,SVN,2003,2.5
Solomon Islands,SLB,2003,11.4
Somalia,SOM,2003,69.8
South Africa,ZAF,2003,3.4
South Korea,KOR,2003,2.7
South Sudan,SSD,2003,
Spain,ESP,2003,2.5
Sri Lanka,LKA,2003,15.9
Sudan,SDN,2003,
Suriname,SUR,2003,10.1
Sweden,SWE,2003,2.5
Switzerland,CHE,2003,2.5
Syria,SYR,2003,6.8
Tajikistan,TJK,2003,41.7
Tanzania,TZA,2003,32.1
Thailand,THA,2003,14.9
Timor-Leste,TLS,2003,35.6
Togo,TGO,2003,27.7
Tonga,TON,2003,
Trinidad and Tobago,TTO,2003,11.6
Tunisia,TUN,2003,4.2
Turkmenistan,TKM,2003,4.5
Tuvalu,TUV,2003,
Türkiye,TUR,2003,13.7
Uganda,UGA,2003,18.4
Ukraine,UKR,2003,2.5
United Arab Emirates,ARE,2003,2.5
United Kingdom,GBR,2003,2.5
United States,USA,2003,2.5
Uruguay,URY,2003,3.0
Uzbekistan,UZB,2003,18.9
Vanuatu,VUT,2003,8.9
Vatican City,VAT,2003,
Venezuela,VEN,2003,13.8
Vietnam,VNM,2003,16.0
Yemen,YEM,2003,
Zambia,ZMB,2003,50.1
Zimbabwe,ZWE,2003,31.4
