Country Name,Country Code,Year,Prevalance of Anemia %
Tunisia,TUN,2011,31.9
Turkiye,TUR,2011,32.2
Turkmenistan,TKM,2011,34.2
Tuvalu,TUV,2011,26.6
Uganda,UGA,2011,35.0
Ukraine,UKR,2011,23.2
United Arab Emirates,ARE,2011,28.6
United Kingdom,GBR,2011,16.7
United States,USA,2011,10.7
Uruguay,URY,2011,26.0
Uzbekistan,UZB,2011,35.9
Vanuatu,VUT,2011,32.2
"Venezuela, RB",VEN,2011,25.8
Viet Nam,VNM,2011,26.7
West Bank and Gaza,PSE,2011,31.1
"Yemen, Rep.",YEM,2011,38.6
Zambia,ZMB,2011,37.6
Zimbabwe,ZWE,2011,32.1
