Country Name,Country Code,Year,Prevalance of Anemia %
Netherlands,NLD,2007,18.4
New Zealand,NZL,2007,15.1
Nicaragua,NIC,2007,
Niger,NER,2007,55.0
Nigeria,NGA,2007,52.3
North Korea,PRK,2007,36.1
North Macedonia,MKD,2007,25.4
Norway,NOR,2007,18.5
Oman,OMN,2007,36.2
Pakistan,PAK,2007,46.4
Palau,PLW,2007,28.1
Palestine,PSE,2007,32.1
Panama,PAN,2007,29.1
Papua New Guinea,PNG,2007,33.3
Paraguay,PRY,2007,28.4
Peru,PER,2007,29.2
Philippines,PHL,2007,36.7
Poland,POL,2007,25.5
Portugal,PRT,2007,18.6
Qatar,QAT,2007,27.5
Romania,ROU,2007,26.8
Russia,RUS,2007,25.9
Rwanda,RWA,2007,24.0
Saint Kitts and Nevis,KNA,2007,25.0
Saint Lucia,LCA,2007,24.8
Saint Vincent and the Grenadines,VCT,2007,25.8
Samoa,WSM,2007,27.7
San Marino,SMR,2007,18.2
Sao Tome and Principe,STP,2007,46.4
Saudi Arabia,SAU,2007,23.9
Senegal,SEN,2007,61.2
Serbia,SRB,2007,26.2
Seychelles,SYC,2007,29.1
Sierra Leone,SLE,2007,52.9
Singapore,SGP,2007,19.2
Slovakia,SVK,2007,26.2
Slovenia,SVN,2007,25.7
Solomon Islands,SLB,2007,38.1
Somalia,SOM,2007,49.7
South Africa,ZAF,2007,30.3
South Korea,KOR,2007,22.7
South Sudan,SSD,2007,40.1
Spain,ESP,2007,18.4
Sri Lanka,LKA,2007,29.3
Sudan,SDN,2007,37.4
Suriname,SUR,2007,28.2
Sweden,SWE,2007,18.8
Switzerland,CHE,2007,16.2
Syria,SYR,2007,33.5
Tajikistan,TJK,2007,39.1
Tanzania,TZA,2007,51.5
Thailand,THA,2007,29.7
Timor-Leste,TLS,2007,35.5
Togo,TGO,2007,55.2
Tonga,TON,2007,25.1
Trinidad and Tobago,TTO,2007,26.1
Tunisia,TUN,2007,32.8
Turkey,TUR,2007,33.6
Turkmenistan,TKM,2007,36.0
Tuvalu,TUV,2007,28.1
Uganda,UGA,2007,37.9
Ukraine,UKR,2007,24.1
United Arab Emirates,ARE,2007,29.0
United Kingdom,GBR,2007,17.8
United States,USA,2007,10.5
Uruguay,URY,2007,27.6
Uzbekistan,UZB,2007,38.6
Vanuatu,VUT,2007,33.9
Venezuela,VEN,2007,28.0
Vietnam,VNM,2007,29.2
Yemen,YEM,2007,40.2
Zambia,ZMB,2007,40.0
Zimbabwe,ZWE,2007,33.5
